ans,ups
['我肯定支持普京\n，\n，\n，\n，\n，\n，\n，\n上绞刑架\n\n我不支持乌克兰\n，\n，\n，\n，\n，\n，\n，\n，\n才怪'],17
['水军智商盆地暴露了，谁不知道显示IP只是个威慑动作，提高某些人的舆论造势成本罢了。\n毕竟，以港毒、蛙仔和二鬼子的Dog属性，跟IP在哪有什么关系呢。\n不会吧，不会吧，不会以为IP显示在国内，想法子发各种反华言论的，就清白、善良、无辜了吧？\n小白花没那么好当呢，我们看的是屁股在哪，不是所谓的地址在哪，\n至于那些说不看屁股的，估计是没这玩意的，正好喜欢跪舔和精神殖民的行为也对得上。\n1450就是喜欢圈地乱吠，看似声势浩大，实际虚得一批。\n正经中国人对俄乌冲突的两方都抱吃瓜心态好么？\n又不是我们打仗，关我们毛事，毁的领土和人口又不是我们的，发动和挑事的也不是我们，双方打不打、谈不谈都是他们自己的事，最多看看哪些经验教训可以汲取，为之后的行动做好更全面的预案和推演罢了。\n那些这么真情实感的，可以去人前线帮忙打仗呀，再不捐点身家给人家呀。\n正义感爆棚的，还可以连带锤下美国，毕竟建国以来侵略二十多个国家的美利坚应该更让人恶心呢，尤其还想窜台，更是个渣渣，可千万不要双标哦。\n其实吧，倒希望对峙时间再长点，他们互相放血，连带割欧洲，再割美国，爽歪歪。\n评论有好奇什么是反华言论的，说看不到的，好心截图附上，拿走不谢！'],60
['题主还是天真了，过来踩陷阱的会毫无准备吗？\n看下面一堆支持乌克兰的全是老一套话术。\n但凡有个说拖欧洲下水都算他新鲜。\n你们可以看看支持乌克兰的账号都是什么特征。\n一个正常人都是从中国利益角度来考虑问题，在说这种话题下都偏向于俄乌两败俱伤。\n这时候一群nt出现了，说你们都是俄粉。从头到尾只有一句反侵略战争，俄罗斯不是好东西。\n真新鲜啊，不是纯nt就是真反贼。\n显示ip一开始会有一部分耗材紧急跳出来支持乌克兰。\n然后耗材用完了，你们还有号用吗？\n还有下面支持乌克兰反对俄罗斯侵略的，你们肯定也反美对不对？'],57
['俄罗斯'],22
['我支持俄罗斯！'],66
['烏克蘭'],42
['别说ip了，就是显示姓名我的立场亦不会有丝毫改变，我的态度是明确的，一贯的。\n面对俄联邦的猖狂入侵，公然挑战世界秩序，发动战争，杀戮民众，致使生灵涂炭，在和平年代犯下了罄竹难书的滔天罪行，幸乌克兰总统为国奔波，幸乌克兰民众英勇抵抗，幸北约国家军火驰援，因为正义的力量，乌克兰仍在人间！\n不是我们支持美国等，而是只有美国等还心怀正义。我无数次重申过，如果朝鲜军援乌克兰，我同样会支持朝鲜。联合国秘书长古特雷斯有句话说的极精辟，在俄罗斯领土上没有乌克兰军队，而在乌克兰领土上有俄罗斯军队。这不是我们为哪个国家而争，而是为正义而战！\n正义必胜！和平必胜！人民必胜！\n加油泽连斯基，加油乌克兰，我对你们充满了信心！荣耀归于乌克兰！！\n最新消息：继美国国务卿布林肯，美国防长奥斯丁联袂访问基辅后，美国众议院议长佩洛西已抵达基辅并于泽连斯基进行了讨论，泽连斯基表示，美国是乌克兰在反对俄罗斯侵略的斗争中坚定支持的领导者。感谢您帮助维护我国的主权和领土完整！\n佩洛西与泽连斯基在基辅会面'],367
['坚决反对侵略！\n坚决反对俄罗斯侵略他国的行为！\n有啥不能说的呢？\n反对侵略就是50w？'],30
['我支持乌克兰 ～'],41
['从来没变过，支持乌克兰，侵略者必败。'],131
['中国信儒，立牌坊的东西学了不少，喜欢占道德高地，然后一拥而上痛打落水狗。\n喜欢造神，然后又出于忌妒亲手把自己造的神打倒，还要踏上一万只脚以显示自己的正义\n崇拜权力，居委会给退休的老大爷老大妈个红袖箍，就能人五人六站街口大声呵斥狐假虎威\n又很会趋利避害，千年勾心斗角下来，早已懂如何察言观色如何明哲保身，如何告密如何害人\n所以这让不少耗材觉得，只要我紧跟党的方针/口风，我就是安全的。还能就狐假虎威乱扣帽子，体会一把高高在上用权力大棒打人的快感\n\n最近个把月我关注乌克兰情况发了不少贴子，着实被扣了不少帽子\n你们就请随意吧，我生活工作要么在东南亚要么在北美，想说就说的地方，你又能耐我何呢\n我就静静地看着，看你们这帮耗材天天互相斗来斗去，打出脑浆'],24
['支持乌克兰 没啥说的，证明一下自己的国籍。'],37
['看了一圈下来，总结就是\n没有那么多50w，更多的只是250'],8
['俄罗斯会彻底击败北约控盘的乌克兰民族主义政权，将乌克兰东南部收入囊中。谈判解决不了任何问题，在没有拖到俄罗斯精疲力尽之前，美国也不会允许乌克兰走妥协路线。\n\n\n\n目前看，乌克兰释放的所有谈判信号，都是在战事不利的情况下作出的。这说明乌克兰在美国的指示下有目的有计划的利用谈判达成缓兵之计。为补充后勤给养，武器弹药，调动军队，寻求国外军事援助赢得时间。\n\n\n\n俄罗斯在战争第一阶段，打的很不严肃，时常为了配合谈判主动静默。对一些战略基础设施也没有给予重视。导致乌军通讯顺畅，主要重兵集团的后勤交通也没有断绝。俄军自己的后勤补给线路却在装备先进北约反坦克导弹和单兵防空武器的乌军骚扰下，几近崩溃。\n\n\n\n第二阶段，普京换帅。德沃尔尼科夫作为一名战功卓著的前线指挥员，对俄军前期的部署进行了大幅调整。收缩兵力，集中攻击顿巴斯地区的乌军。加大对乌克兰全境的空袭力度，油库，交通枢纽，军械修理厂都成为空袭目标。俄军在乌东地区的火力密度也空前提升。一些大杀器轮番上场。如2S4“郁金香”240毫米自行迫击炮，图-22M3“逆火”超音速远程战略轰炸机等。\n\n\n\n俄罗斯在乌克兰问题上已经没有退路。它现在面临的制裁是前所未有的。即便拜登说让俄罗斯经济倒退15年有点言过其实，但是情况也相当严峻。俄罗斯如果不能通过在乌克兰攫取领土作为补偿，那么这场战争带给俄罗斯的伤害将导致它分崩离析。\n\n\n\n尽管德法一再释放只要俄军撤出乌克兰，就有可能取消制裁的信号。但是普京不是傻子，西方嘴里没一句实话。同样是不宣而战，国际舆论对土耳其4.18入侵伊拉克北部库尔德自治区讳莫如深。没有任何的制裁，也没有“有德之人”反战。所以，双标是西方世界永恒的定律。他们不会在乎伊拉克，叙利亚，阿富汗，利比亚等国死在北约手中的平民。他们对生命从来都是漠不关心的态度。这次却对乌克兰如此上心，事出反常必有妖。\n\n\n\n基辅政权八年来推行了大量歧视俄语人群的政策。对乌共党员进行了大量迫害，残酷折磨。而制造敖德萨工人文化宫纵火案的主角却被泽连斯基授予金星奖章。新纳粹分子更是无孔不入。亚速营的一些人员甚至还参与港独动乱，传授他们在乌克兰“广场革命”中的经验。\n\n\n\n面对这样一个支持祸港乱港，漠视基本人权的乌克兰伪政权，还有人如丧考妣，击鼓鸣冤，实在是滑天下之大稽。他们动辄将俄乌战事与日本侵华相提并论，却不知道二者完全没有可比性。俄乌战争本质上是后苏联时代的“内战”。是斯拉夫民族的内部矛盾在西方霸权主义强权政治的挑唆下尖锐激化的结果。这与帝国主义的日本入侵邻国有本质不同。\n\n\n\n俄联邦当然不是苏联，俄军也不是布尔什维克主导的红军。但是他们在国际反霸事业中打出了第一拳，在世界反新纳粹战争中留下了浓墨重彩的一笔。'],5
['支持乌克兰维护国家统一，反抗外敌侵略的正义战争。野心家，独裁者普京必败，乌克兰和爱好和平的俄罗斯人民必胜。'],6
['这一次，自由与和平会赢，这一次，乌克兰会赢。\n我反对显示IP归属地，不是因为畏惧，而是因为支持隐私保护，话放在这：就算下一步开始显示历史IP归属地、显示卫星定位、显示户口本我也无所畏惧。\n以前评论里给我扣帽子的那些人，你们不打算不出来解释一下吗？哪怕来一个人也行。\n如何看待俄罗斯 Russia 国家馆的商品被爆买空，店家呼吁网友理性消费？\n13 赞同 · 10 评论回答\n乌克兰总统泽连斯基表示自己仍身处基辅，目前当地情况是怎样的？\n65 赞同 · 9 评论回答\n乌克兰是否已经在军事上击败俄罗斯?\n7 赞同 · 4 评论回答\n北约官方账号的妇女节推文中，乌克兰女兵被发现佩戴纳粹符号，这说明了什么？\n26 赞同 · 67 评论回答\n克里姆林宫称「俄罗斯即使被制裁也能找到足够多的能源买家」，其中透露了哪些信息？\n97 赞同 · 86 评论回答\n普京表示向欧洲国家供应天然气将用卢布进行结算，将产生哪些影响？\n25 赞同 · 63 评论回答\n为什么头条上俄乌战争的舆论风向突然变了？\n486 赞同 · 92 评论回答\n七国集团已拒绝以卢布结算俄罗斯能源，事件后续会如何发展？\n178 赞同 · 375 评论回答\n联合国大会投票决定暂停俄罗斯在人权理事会的成员资格，对俄罗斯能有多大影响？\n114 赞同 · 62 评论回答\n拜登与莫迪视频会晤称，依赖俄罗斯能源，世界地位上不去，这释放了哪些信息？美印关系将如何发展？\n12 赞同 · 35 评论回答\n泽连斯基拒绝接待德国总统并邀请德国总理来访，惹恼德国政府，此事将产生哪些影响？\n20 赞同 · 10 评论回答\n乌方确认东部城市克里米纳被俄军占领，目前俄乌局势如何？\n26 赞同 · 7 评论回答'],29
['支持乌克兰，那些俄杂以为所有中国人像他们一样无脑舔俄罗斯。'],90
['人在内地，IP属地澳门。那肯定支持乌克兰啊，起码人家也是个主权国家，然后被入侵。\nIP属地功能没啥意思\n另外不懂TCP/IP的sb网友不要整天都在骂说“xx在xx”不在xx国，有可能人家是一个团队，有的负责拍视频捏人设，有的负责剪辑发布。我人在国内你总不能用IP属地说我在澳门吧。'],2
['我在这个回答里，只是表达了我无法站在俄罗斯的一边就会被扣帽子，可见某些群体的水准真的是很捉急。\n另外，至于想拿反战来抨击我的，我建议也省省，看看下面的图再说话。\n如果你坚持unicef也是境外势力，公知，圣母的话，我无话可说。毕竟我也不知道还有拿些途径可以捐款帮助乌克兰的儿童。或许中华人民共和国外交部和中华红十字总会有类似的项目?欢迎附上捐款链接。\n真的，俄乌战争期间我写了不少回答，本质上是作为军迷和历史爱好者的立场，想写一写中立的观点，捋顺这场战争的前因后果和历史原因，做一点抛砖引玉的贡献。同时针对战局做一点基本的分析，即锻炼自己写作能力，又能检验一下逻辑思维和推断的能力。\n但是遗憾的是，我得出的结论是，俄罗斯战争的目的是为了推翻乌克兰政府/肢解乌克兰，并且俄罗斯并没有在战场上获得优势。\n但这样的回答，每次都会被亲俄罗斯的网友群嘲，谩骂，抨击成1450……\n渐渐的，我发现这种情况下，不是支持乌克兰的都是1450，而是很多说实话，愿意独立思考，不会情感用事和被苏联余晖蒙蔽双眼的人被相当一部分支持俄罗斯的网民抨击，谩骂，最终逼迫这部分群体选择走上支持乌克兰的道路——毕竟你侮辱我人格，我就跟你的精神图腾对着干。\n所以，这与显示不显示IP无关，反倒是之前很多抨击谩骂我的网友，现如今个人主页的IP地址很诡异地写着IP地址未知……而很多在我的答案下理性讨论——哪怕是支持俄罗斯的网友，大多可以给出严谨的推断和一定的事实依据，并且他们的IP都是可见的。\n所以，我觉得，支持乌克兰和俄罗斯无所谓，关键是那些打着支持俄罗斯的旗号，攻击未明确表态支持俄罗斯的网友的这群身份不明的网络暴徒。我相信知乎绝大多数朋友都是讲道理且有事实依据来支撑自己的答案的。而群扣帽子党流窜作案，从来不会给出自己的观点和论据，上来就是湾仔 4v 1450 扣帽子，这与知乎的画风明显不符合，而且群体性IP地址未知明显表现出有组织团伙作案的倾向，建议官方严查此类群体。\n另外，很多极端亲俄的网友最喜欢拿乌克兰是苏联塑造的这种野史定律来否认乌克兰的法理性和领土主权，单纯的以俄语区和乌克兰语区来分裂乌克兰。我寻思你要想追溯近现代的乌克兰历史，怎么也得是乌克兰人民共和国呀，这比你苏俄成立的时间还早呢？\n我个人收集的乌克兰人民共和国的邮票\n对于支持俄罗斯还是乌克兰，我的态度是，乌克兰现如今的问题是十分复杂的，我在之前的回答解释过我的观点。\n如何评价泽连斯基「如果俄罗斯消灭马里乌波尔守军，和平谈判将终结」?\n141 赞同 · 143 评论回答\n\nP社游戏玩家如何看待俄乌冲突？\n22 赞同 · 8 评论回答\n\n如何看待 4 月 13 日乌总统顾问称俄黑海舰队旗舰“莫斯科号”导弹巡洋舰被海王星反舰导弹击中起火？\n156 赞同 · 64 评论回答\n\n\n\n\n乌东顿巴斯大战开打，俄外长称「俄军行动进入下一阶段，关键时刻已至」，释放了什么信号？\n3 赞同 · 0 评论回答\n\n英国发布乌克兰布查报告，有什么看法？\n106 赞同 · 9 评论回答\n但是战争应该是政治的延续，俄罗斯想通过战争解决政治上的矛盾，这就注定了俄乌战争中俄罗斯的非正义性，并且俄罗斯目前开始尝试肢解乌克兰，策划公投独立，吞并领土的司马昭之心路人皆知。因此，这个时候，以我的态度，很难站在俄罗斯一边。\n哦，对了，现在极端挺俄网友们开始嘲讽乌克兰军队战斗力薄弱，没能耐给马里乌波尔解围或者收复一座大型城市……嘛，鉴于这个群体一贯开过光的嘴，我觉得赫尔松快了，马里乌波尔的守军也有指望了\n而且，五月九号的胜利阅兵，以俄罗斯现在的姿态，不太可能做出班师的决定，毕竟卢顿二州现在还没完全控制。因此普京极有可能在五月九日宣布俄罗斯与卢顿二州合并，然后以乌克兰仍然控制卢顿地区领土为借口，宣布乌克兰侵略俄罗斯领土，进而下达进一步的动员令。\n除此之外，五月九号还有可能会宣布乌克兰南部的俄罗斯控制区独立建国，并且所谓的公投大概率也是复制卢顿模式——即以克里米亚模式以加入俄罗斯为目的举行独立公投。当然，公投的结果大概率是百分之90+。\n至于很多人所说的乌克兰民众不满乌克兰中央政府，认为政府是买办，以此断定乌克兰南部人民肯定想脱离乌克兰，这点是完全错误的。毕竟时至今日，在乌克兰南部地区，别说伪政府了，连地方维持会俄罗斯都没拉出来几套，民心向背一目了然。\n此外，欢迎大家在评论区理性讨论。前提是您给出的观点需要有理论支持和逻辑缜密的推断过程，并且这些论点足够支持您的结论，而不是一味地在评论区输出情绪或者喊口号……至于上来就拿IP说事的，这个回答就是抨击这类网络暴徒。\n最后，欢迎大家前来测试IP，请问有朋友知道怎么挂冈比亚IP上网冲浪吗？'],175
['支持乌克兰，我们3代人投身三线建设的起因是啥？张爱萍将军在我们厂办学校题词时说的话还铿锵有力呢！'],8
['我支持的一直是中国。支持联合国宪章，支持的是正义。\n因为中国尚未统一。乌克兰维护自己主权，消灭分裂势力。收复自己的国土没有任何问题。\n我支持乌克兰，就是支持中国统一。\n联合国宪章规定了，联合国的宗旨是“维护国际和平及安全”、“制止侵略行为”；它还规定联合国及其成员国应遵循各国主权平等、各国以和平方式解决国际争端、在国际关系中不使用武力或武力威胁以及联合国不得干涉各国内政等原则\n我支持乌克兰，就是支持联合国宪章。\n中国人80年前也曾被小鬼子所侵略。九一八事变，把中国的东三省变成伪满洲国，又搞华北五省自治。三十万南京市民被日本鬼子残忍屠杀。（我家里很多亲戚就在那个时候被小鬼子杀死的）大半国土沦丧。中国人民不屈不挠，发动人民战争，最终打败小鬼子。\n而乌克兰在2014年，克里米亚先被俄罗斯武装侵占，强行公投独立。后又并入俄罗斯。接着又把顿巴斯地区弄成独立的2个共和国。接着又进行布查大屠杀（不止布查一个地方）\n罗刹鬼的所作所为，和当年日本鬼子一模一样。怎能不勾起我的同理心？\n泽连斯基发动人民战争，给老百姓发枪。\n如果他真的像俄国人宣传的那样，是寡头，真的是买办政府，他怎么敢给老百姓发枪？怎么敢武装起人民？\n当年常凯申作为一个买办政府，他就不敢发枪给老百姓，只敢片面抗战。\n自从他敢给老百姓发枪之后，我就断定，他是正义的。因为，这就是教员的教诲啊。\n武装起人民，让侵略者陷入人民战争的汪洋大海啊。\n顿时，我的脑海里就响起来那首经典红歌《我的祖国》\n一条大河波浪宽\n风吹稻花香两岸\n我家就在岸上住\n听惯了艄公的号子\n看惯了船上的白帆\n一条大河波浪宽\n风吹稻花香两岸\n我家就在岸上住\n听惯了艄公的号子\n看惯了船上的白帆\n这是美丽的祖国\n是我生长的地方\n在这片辽阔的土地上\n到处都有明媚的风光\n姑娘好像花儿一样\n小伙儿心胸多宽广\n为了开辟新天地\n唤醒了沉睡的高山\n让那河流改变了模样\n这是英雄的祖国\n是我生长的地方\n在这片古老的土地上\n到处都有青春的力量\n好山好水好地方\n条条大路都宽畅\n朋友来了有好酒\n若是那豺狼来了\n迎接它的有猎枪\n这是强大的祖国\n是我生长的地方\n在这片温暖的土地上\n到处都有和平的阳\n\n从此以后，每当看到乌克兰人民的抗战的英雄事迹，我就热泪盈眶。\n仿佛看到了80年前的抗日战争。\n人民战争必定胜利。罗刹鬼，必定失败。\n我对支持俄罗斯的人，非常不理解。若不是我身边就有支持俄罗斯的人。我一定认为那是俄罗斯人冒充的。\n中国凭啥支持俄罗斯？\n无论是从道义，还是利益上考虑。中国支持俄罗斯没有一丁点好处。\n没有俄罗斯，中国北部的军事压力骤减，让中国有足够的军事实力威慑南方的印度。\n如果没有俄罗斯一直卖给印度武器，一直支持印度，咱们在西藏地区的军事压力也不会那么大。\n前段时间，俄罗斯还和越南军演，这又是什么企图？\n这是边防上的军事威胁。\n再谈谈经济方面\n支持俄罗斯的话，中欧关系就会被破坏，中俄贸易只是中欧贸易的十分之一。\n全世界最发达的47个国家直接用武器支持乌克兰，占全球70%的GDP。\n我们为了俄罗斯，就要和全球这70%的GDP说拜拜吗？\n再说了，咱们就是把全中国的资源支援俄罗斯，俄罗斯也不可能有获胜的可能性\n为什么要支援一个根本不可能获胜的国家呢？\n俄罗斯入侵乌克兰。把中国的这么多年的外交成果全毁了，十年之功，毁于一旦。\n投资了那么多钱，全打税票了\n但凡是个正常的中国人，从中国的利益出发，也绝不可能支持俄罗斯\n为了俄罗斯和全世界闹翻。值得吗？\n俄罗斯能给我们什么？\n武力支持？\n连乌克兰都打不过的俄罗斯，有啥威慑力？\n市场价值？\n欧洲的十分之一市场？被制裁后，可能连20分之一都不到。\n粮食能源支持？\n俄罗斯的粮食种子，都是西方的，自己根本没啥优质种子，西方把种子一断，俄罗斯甚至自己都有可能饿肚子。\n能源？我们一缺煤，他就停电的货色。可靠吗？\n啥都给不了我们，还尽是拖累。\n找盟友，总得图他点什么吧，\n够义气也行，有实力也行，有钱也行。俄罗斯一样都没，就知道在别人困难的时候，背后捅刀子。\n贪婪，短视，残暴。这样的国家，就根本不应该存在这个世界上。'],3
['为啥不支持乌克兰？\n就凭毛子这样只配给我们当加拿大。\n要是毛子真敢出兵波兰把美国驻军灭了，我也可以考虑支持下毛子。'],7
['俄罗斯妥妥的侵略者，显不显IP我都支持乌克兰反抗侵略'],334
['我就支持乌克兰呀，好歹我这个号也是通过实名认证的，这是不是比显示ip有份量？\n我就不明白了，谁给我解释一下呗，\n为啥有人觉得支持乌克兰还需要偷着摸着呢？\n为啥有人觉得显示ip属地了大家就不敢说话了？\n最后，为啥我发表自己的观点要看你脸色呢？你谁呀？\n为了防止ip属地显示不正常或者不显示，我把现在地理位置给贴上：现在ip属地日本静冈县'],21
['某些人说只要显示IP地址后知乎会好很多，果然没错\n看了很多答案，评论区里没有刷来电梗的玩意了'],60
['挺震惊的，那么多支持俄罗斯的黄鹅们怎么不出现在这个回答里？\n莫非他们真是境外势力？'],3
['第一，台湾省是我共和国的固有领土！\n第二，我支持波兰。狗头\n第三，俄罗斯乌克兰都要挺住！要有韧劲儿！\n第四，拿钱评论的没有小鸡鸡。\n俄罗斯狼子野心，不得不防。不过狗咬狗一嘴毛，多打会，给米国俄国欧盟都放点血，最好半死不活，为我们多多争取点时间。乌鸡也不是什么好鸟，卖身求荣哪有好下场。\n至于众多网友常说国际规则，国际规则只不过是一种人类中心主义，福柯早讲过了，动物性是本能，大变局时代，我们保存实力第一位。'],13
['都不支持。\n反对欧美和北约。\n就这样。'],13
['显示IP只能说明了将海外一些搅屎棍暴露了出来，减少了国内网络上的垃圾含量。\n但又不可能减少国内网络上的垃圾。只能说明起到了减少的作用，国内的方方之流公痣和脑惨从来都不少。支持乌克兰和俄罗斯的问题是一个非常主观的问题。\n但是从国家利益，中国的国家利益来看，应该支持哪一个是不言而喻的。在中国的网络上玩什么矫情，玩什么支持正义打倒邪恶，这是要表演给谁看吗？'],7
['支持乌克兰，消灭俄罗斯侵略者！'],81
['支持乌克兰。\n反对一切独裁政权。'],36
['哈哈哈哈，台胞证领不到了，以后估摸着要被骂成汉奸'],64
['我支持乌克兰'],23
['我支持乌克兰。\n乌克兰必胜！\n我们应该背刺俄罗斯，夺回领土，再肢解它，一血前仇。\n黄鹅们看好了，这就是我，一个中国人的态度。'],82
['显示IP地址了是吧。\n我地址在北京是吧。\n我既不是俄罗斯人，也不是乌克兰人，我为啥一定要二选一进行支持？\n你就不看外交部的发言吗？\n我既不支持俄罗斯，也不支持乌克兰，我把这次冲突看作一个经验过程或者案例或者研究对象。\n屁股不歪的话，中国人应该支持中国外交部。\n喊着支持中国以外的国家，无论是俄罗斯还是乌克兰，都他妈屁股歪了，和IP没一分钱关系。\n说句粗暴点儿的话，现在国际共运都没了，您各位就他妈别这儿愣装国际纵队了。'],22
['请问我的IP地址显示在哪里？\n凡是说过劳资1450的，赏你们跪安。'],2
"['纯粹测试下\n没想到真的有用，估计以后会出现很多人开VPN人在美国刚下飞机。\n更新：才一天不到就有那么多在俄罗斯跟美国的ip 了。。。我自己就是做外语留学生意的，能去欧美的人在国内实际上是极少数，哪里那么多人在国外读书工作？\n一般VPN 因为明显的理由，不会提供国内节点，所以ip 在国内的基本上就在国内，但是没法杜绝国外与港台的人把ip 搬到美国，\n\n国内也不是没有搬ip 的动力，鉴于B乎喜欢吹收入与学历的惯例，以后Ｂ乎清华北大的也会少很多，变成长春藤，UCLA，UC Berkeley 等等。,然后会出现一堆人炒美股暴富。']",5
['当然支持乌克兰！反法西斯必胜！'],5
['最好能显示到小区啊。。然后再显示是不是租户。\n这样就更清净了。\n毕竟代理服务器的的具体地址会很奇怪。\n当然支持乌克兰啊。'],9
['乌克兰加油，普京赶紧中风'],4
['支持俄罗斯呗。记住，支持谁不等于亲近谁，如果乌克兰帮助中国抵抗北约，俄罗斯和北约是一伙的，那我100%支持乌克兰，只不过那是平行宇宙的事情，所以我支持俄罗斯。'],8
['支持乌克兰保卫领土战争'],36
['支持乌克兰人民赶走俄国人维护国家统一的抗争，坚决反对境外势力策划公投分裂国家甚至武装入侵的无耻行为'],10
['我支持俄罗斯！你们这些1450可以打我了！'],25
['当然支持乌克兰。'],5
['我支持俄罗斯侵略乌克兰，因为这样北约很多国国家基于政治正确不得不用高价天然气。\n我也支持乌克兰反俄罗斯侵略，因为这样泽圣就可以跟北约和美国要大把大把的钱和援助。\n哪里有乐子看，我就支持哪里！'],3
['这还不明显吗？\n哪个问题下有过几乎一边倒的支持非侵略论的？\n但有几乎一边倒支持乌克兰的。这还不明显吗？\n你说不是1450提个问题，底下1450互相评论和赞，谁信哪？\n这种问题有什么好争辩的，蔡英文，蓬佩奥支持侵略论，这种反华急先锋的观点，我们怎么可能为其站台'],4
['支持乌克兰。\n请问50万在哪领？万分火急，在线坐等。\n鹅笑子，别光嘴炮，尔等的50万。鄙人通通笑纳。'],6
['对俄乌战争观点不变。我对俄乌战争的态度是一直不变的，可以看我之前的回答。\n1俄罗斯消化不了乌克兰。\n2俄乌战争对俄罗斯弊大于利。\n3俄罗斯人民摊上了普京真是倒了大霉。\n4俄罗斯人民太惨了。\n5普京现在进退两难'],4
['1月2日，国务委员兼外交部长王毅接受新华社和中央广播电视总台联合采访，谈及中俄关系。王毅在采访中表示，2021年对中俄关系是有特殊意义的一年，两国都将迈入新的发展阶段。中俄战略合作没有止境，没有禁区，没有上限。\n央视新闻客户端消息，2022年3月30日，外交部发言人汪文斌主持举行的外交部例行记者会。汪文斌表示，中俄合作无上限，我们争取和平无上限，维护安全无上限，反对霸权无上限，中俄关系不结盟、不对抗、不针对第三方。\n乌克兰局势发展到今天这个地步，是中方不愿看到的。中方认为乌克兰危机背后反映的是欧洲安全问题，乌克兰应当成为东西方沟通的桥梁，而不应成为大国对抗的前沿。中方主张各国平等对话，秉持安全不可分割理念，最终形成平衡、有效、可持续的欧洲安全机制，中方一直支持和鼓励一切有利于和平解决乌克兰危机的外交努力，主张各方保持克制、避免局势继续恶化和出现大规模人道主义危机。中方在多个场合积极推动乌克兰危机的和平解决并向乌方提供了多批紧急人道主义援助\n我来自山东，坚决支持我国外交政策，反对纳粹主义无上限。\n德国纳粹，日本军国主义，蒋介石白匪军、“还乡团”，美国3K党，乌克兰亚速营，本质上是一种东西↓↓↓\n“不把人当人”\n德国纳粹对犹太人大屠杀\n日本法西斯的南京大屠杀\n蒋介石白匪军苏区大烧杀\n美国3k党轰炸黑人的街区\n乌克兰纳粹顿巴斯大屠\n他们的传统艺能都是一样\n其实，乌克兰新纳粹的祖师爷\n是二战时乌克兰班德拉“伪军”\n你们成天“黄俄黄俄”，\n你们这群呜嗨就没想过，你们奉为英雄的亚速营被封堵在亚速钢厂地下室里\n现在不是瓮中捉鳖而是坑里埋鳖。\n你们支持的乌克兰英雄守卫者亚速营是纳粹，你们就是黄纳，你们就是乌克兰纳粹的耗材。'],11
['我也一如既往支持乌克兰抗击侵略，保家卫国！'],31
['支持乌克兰'],4
['你说呢？'],9
['翻看了100多条回答，大多数都是支持乌克兰，，支持俄罗斯的就几个，这不对啊，完全反转了，这孝子们都去哪了？不会都是双料高级特工吧？又改变立场了？'],17
['我支持白俄罗斯……\n可是白俄罗斯好像已经续不动了……'],0
['/看到挺俄人\nIP是东北的是挺俄东百逼\nIP是外地的是流亡在外的挺俄东百逼\n\n小兔友眼中湾友包办全国反贼\n自由派眼中东北包办全国粉红\n锁死'],14
['我支持俄罗斯，别误会并不是我喜欢俄罗斯，仅仅是因为美国支持乌克兰。\n美国支持乌克兰我就反对乌克兰，美国支持俄罗斯我就反对俄罗斯。\n哪个国家和美国作对我就支持哪个国家。\n只需要这一条理由就足够了，仅此而已。\n我就是极端的反美。'],3
['我一直坚定不移地支持乌克兰，从来没变过！\n因为我坚信：坚守公理与正义，是做人的根本底线。\n我坚信，最后的胜利一定属于乌克兰！\n普京所代表的寡头独裁势力和新纳粹势力以及其走狗们必将扫入历史的垃圾堆！\n正义必胜！\n自由民主必胜！\n补充一句：想用乌克兰人民的鲜血来掩护你们的国人，你们的自私和冷血足以让世界侧目！\n儒家文化有句经典：己所不欲勿施于人！'],272
['“支持”这个词简单了点，这个问题有很多看待的角度，有人从战争合法性看待，有人一直喜欢或讨厌某方按照喜厌看待，我很现实从国家利益角度看待，我希望这场战争以对我们国家利益有益的方式发展并结束（在不违背我们核心价值观前提下）\n这场战争俄罗斯合法性不足，因此我们要坚守价值观底线不能公开支持或者提供军事援助。但事已至此战争开始了并发展到今天的地步，我们不能公开支持不代表就要反对，在不违背底线下希望战争的走向能不损害我们国家利益，那么我们希望战争怎么发展答案显而易见。\n100年前沙俄侵占我们土地，这个历史教训记着，但不代表就要和当下的俄罗斯为敌，国家利益面前要灵活“善变”，死板抱着历史旧账不利于合作发展。历史上我们和苏联亲近又疏远，和美国亲近又疏远，我们和日本在很多领域有合作。现在我们在和俄罗斯亲近，以美国为首的西方对我们的围剿力度加大，当下国家利益和俄罗斯有重要关系，那么这场战争俄罗斯输掉是不是对我们国家利益有利答案很明显。\n作为个体当然有自由从不同角度看待这个战争，但如果有意忽视本国国家利益并抽象地从其它角度喊“支持”“反对”，这种观点至少是不现实的。'],1
['支持哪边到是次要，主要是想看吵架。\n现在支持乌克兰的有点多，那我就支持俄罗斯吧。'],6
['在知乎这种能随便用VPN的小平台支持乌克兰，你们真能耐，有本事冲抖音呗？？'],1
